Date_Time,Country,City,State,Shape,Summary,lat,lng
7/21/16 22:30,USA,Bozeman,MT,Flash,Reddish-white single flash of light.,45.67998420000,-111.04467470000
5/22/16 22:30,USA,Bozeman,MT,Flash,Colour orange and yellow mic like fire.,45.67998420000,-111.04467470000
9/14/16 22:30,USA,Bradenton,FL,Circle,Circular red light with red orbs of light within it.,27.47241750000,-82.56337500000
12/9/16 5:45,USA,Bradenton,FL,Circle,"Orange/golden light hovered at orbital level for roughly 3 to 4 minutes. Then took off to the right very quickly then straight up.",27.47241750000,-82.56337500000
6/30/16 9:10,USA,Bradenton,FL,Diamond,((NUFORC Note: Witness provides no information. PD)),27.47241750000,-82.56337500000
9/20/16 5:15,USA,Bradenton,FL,Other,"One multicolored floating sparkplug gave birth to 6 soft white, un flapping birds in a half moon line sped across the early morning sky",27.47241750000,-82.56337500000
1/14/16 7:20,USA,Bradenton,FL,Other,"Unexplained Sighting Over BRADENTON, FL *January 14th, 2016 7:20 a.m *",27.47241750000,-82.56337500000
4/2/16 20:30,USA,Bradenton,FL,Oval,"Lightning style beam from ground to mid sky, then an oval shape appeared with glowing pulsating white lights.",27.47241750000,-82.56337500000
9/23/16 20:45,USA,Bradenton,FL,Triangle,"It was travailing due south at Aprox 2500 ft I was located 5 mi. in from the Gulf of Mexico and I was looking west.",27.47241750000,-82.56337500000
6/18/16 22:00,USA,Bradford,PA,Fireball,"The object was an orange/red circle that did not move for about 60 seconds until it faded away. ((anonymous report))",41.77466850000,-76.52646120000
8/8/16 21:00,USA,Bradley Beach,NJ,Light,"They just fly over head and disappear to the north parallel to the ocean. They look to be very high up. ((NUFORC Note: Aircraft. PD))",40.20233550000,-74.01208130000
5/29/16 21:00,USA,Braidwood,IL,Other,Bright orange light/Dome- or Bulb-Shaped Craft.,41.26503180000,-88.21228220000
3/17/16 4:15,CANADA,Brampton,ON,Unknown,"Hovering object so bright like a star. ((NUFORC Note: We suspect a possible sighting of a star or planet. PD))",43.71457500000,-79.75238660000
1/1/16 23:32,USA,Branchland,WV,Sphere,"Saw three white orbs while camping. Moving at high speeds and doing 90 degree turns.",38.22092320000,-82.20375280000
11/25/16 18:30,USA,Brandon,FL,Fireball,Ufo on fire in sky.,27.92846400000,-82.28804450000
11/9/16 0:30,USA,Brandon,MS,Flash,Blindingly bright flash of light that zipped off into the sky noiselessly.,43.73276240000,-88.78427660000
11/19/16 18:30,USA,Brandon,FL,Triangle,"Brandon, Florida, Nov. 19, 2016 standing outside to see the space shuttle take off it was approximately 6:30 pm and towards the north",27.92846400000,-82.28804450000
9/25/16 12:00,USA,Brandywine,MD,Triangle,Strange rotating debris and triangular vessell above Brandywine,38.69678300000,-76.84774890000
8/4/16 4:30,USA,Branson,MO,Flash,"Early morning, trip to Eureka Springs Arkansas. County road no traffic. Flash of light followed by second flash shortly thereafter. Tho",36.64403990000,-93.21713290000
4/10/16 4:00,USA,Branson,MO,Light,"Stepped outside on balcony on golf course, saw white light in sky blinking and hovering. ((NUFORC Note: Possible star?? PD))",36.64403990000,-93.21713290000
4/22/16 17:50,USA,Branson,MO,Other,"The UFO was traveling at lightening speed. It appeared and disappeared in the blink of an eye. Caught it on film. https://www.yout",36.64403990000,-93.21713290000
8/4/16 23:45,USA,Brawley,CA,Unknown,"I saw a flying obj. flying above the clouds. Obj. was dark and barely lit. I saw a hint of red light coming from it.",33.01851500000,-115.51594240000
4/4/16 20:00,USA,Bremen,GA,Sphere,"Around 9:00 or 10:00 i have noticed high flying aircraft next to the plane a dim like dot or sphere moved away from large aircraft it m",33.72121790000,-85.14550350000
4/9/16 22:00,USA,Bremen,GA,Triangle,"One rectangle shape flying low with a red white and blue lights from Bremen across real low and turn toward Carrollton, GA.",33.72121790000,-85.14550350000
8/16/16 23:40,USA,Bremerton,WA,Flash,Something falling out of the sky at full speed.,47.53279725000,-122.75416100000
1/1/16 0:30,USA,Bremerton,WA,Other,"Two red and white cigar shaped craft seen flying at high rate of speed over Bremerton on New Years Day.",47.53279725000,-122.75416100000
10/4/16 1:00,USA,Bremerton,WA,Unknown,"Woke up with long surgical mark on left temple vein. The mark has been there for a week. I get sharp pain sometimes. And having tingles",47.53279725000,-122.75416100000
4/10/16 19:30,USA,Brentwood,NH,Circle,"Orange glowing orb flame-like no sound very slow 400 feet above stayed at elevation for 4 minutes then rose and dimmed and disappeared",42.97869810000,-71.07283680000
6/9/16 8:20,USA,Brentwood,CA,Other,"Tonight 3 large white blinking lights streak across the sky so fast just a matter of seconds it was out of sight ,no sound.",37.93177660000,-121.69602650000
6/8/16 20:00,USA,Bridgeport,CT,Light,"I saw a yellow orange light in the distance Thaught it might have been the moon but as we got to Ansonia it was HUGE",30.49253010000,-81.61123020000
11/29/16 22:47,USA,Bridgeport,WV,Oval,"Blinking lights, spinning in a circular rotation.",39.28647870000,-80.25619800000
6/8/16 23:27,USA,Bridgeport,CT,Sphere,"Orange orb flys over Bridgeport, CT.",30.49253010000,-81.61123020000
6/17/16 12:15,USA,Bridgewater,NJ,Cigar,Two tube-shaped bars or cylinders floating over Route 22.,40.55991630000,-74.55165720000
2/14/16 4:35,USA,Bridgewater,NJ,Flash,My back yard light up like lightening. 3 bright flashes blue/white color.,40.55991630000,-74.55165720000
6/16/16 21:45,USA,Bridgewater,PA,Formation,Large cluster of very bright white lights floating at steady pace.,40.70671500000,-80.29868855000
9/18/16 15:30,USA,Bridgewater,NJ,Rectangle,"While driving on Route 22 in the U turn to drive towards Flemington I saw a white rectangular square, elongated object flying slightly",40.55991630000,-74.55165720000
3/25/16 23:00,USA,Bridgton,ME,Circle,"((HOAX??)) 1 red small light and 2 small yellow lights glaring through the trees low and bouncing.",44.05502500000,-70.71350090000
12/3/16 20:00,USA,Bridgton,ME,Light,Silent round bright yellow light changing formations.,44.05502500000,-70.71350090000
6/26/16 0:15,USA,Brigantine,NJ,Circle,Red/orange fireball.,39.41011700000,-74.36459090000
5/28/16 21:02,USA,Brigantine,NJ,Fireball,"Low flying fireball with very clear visible flames, heading north.",39.41011700000,-74.36459090000
5/25/16 9:00,USA,Brighton,CO,Circle,"3 white round objects moving NE over Brighton, CO, this morning.",39.98526170000,-104.82052820000
2/7/16 22:30,USA,Brighton,CO,Fireball,"Myself my girlfriend and two other friends witnessed a bright Amber orb. ((anonymous report))",39.98526170000,-104.82052820000
10/7/16 23:25,USA,Brightwood,OR,Fireball,"Shimmering orange fireball seen near Brightwood, Oregon.",45.37623020000,-122.01674810000
8/9/16 1:20,USA,Brilliant,OH,Unknown,Plane flying straight into space.,40.27165750000,-80.62911580000
4/12/16 18:15,USA,Brinklow,MD,Circle,"4 lights traveling clockwise, converging and then breaking apart. ((NUFORC Note: We suspect advertising lights. PD))",39.16594030000,-77.01553290000
6/16/16 22:40,USA,Bristol,TN,Circle,"((HOAX)) It was massive I notice the lights were in and out but only in certain areas. ((anonymous report))",36.53198560000,-82.27944910000
2/10/16 19:45,USA,Bristol,TN,Cone,"Orange comet shaped fireball changing into just fireball rapidly climbing. Sighted near Bristol Motor Speedway.",36.59450340000,-82.18852110000
11/19/16 18:22,USA,Bristol,CT,Light,"They were red lights in formation all traveling at the same speed.At first I thought they we're an airplane but there was too man",37.93174920000,-122.03278470000
7/23/16 17:54,USA,Bristol,RI,Rectangle,Bright reflective yellowish rectangular object larger than a plane.,41.67704630000,-71.26615960000
12/11/16 14:00,USA,Bristol,VA,Sphere,"Dark Shadowy orbs floating over Bristol, Va.",36.59596850000,-82.18850080000
7/30/16 21:45,USA,Bristol,TN,Sphere,"A large red orb, moving S to E at low speed in atmosphere, the at hyper speed; disappeared at 150*. ((anonymous report))",36.59450340000,-82.18852110000
7/24/16 1:30,CANADA,British Columbia,BC,Oval,Yellow orbs seen while on an Alaskan cruise.,55.00000000000,-124.99999990000
10/26/16 0:20,USA,Broad Brook,CT,Unknown,"Could be a military vehicle, but why there and just after midnight on two occasions?",39.01236300000,-77.09610690000
8/20/16 22:57,USA,Brockton,MA,Oval,Orange oval craft with no sound.,42.08343350000,-71.01837860000
5/30/16 2:20,CANADA,Brockville,ON,Cylinder,Rotating cylinder.,44.59144500000,-75.68653090000
7/1/16 16:40,USA,Brodheadsville,PA,Light,"Object 'falling' with trails of steam/ice in the sky and shiny object motionless below it.",40.92470580000,-75.39384570000
8/30/16 20:00,USA,Bronx,NY,Changing,"Golden bars shaped like a sphere with a glowing light inside of it, gliding towards us.",40.85703325000,-73.83669606000
11/18/16 8:25,USA,Bronx,NY,Cigar,"Long shape with red & yellow going around with no en trail nor wings going around and around",40.85703325000,-73.83669606000
7/17/16 21:00,USA,Bronx,NY,Circle,Object hovering over NYC,40.85703325000,-73.83669606000
3/19/16 19:45,USA,Bronx,NY,Formation,"Witnessed 6-7 multi-colored lights in a random formation. The event lasted 5 minutes. Each light vanished one at a time.",40.85703325000,-73.83669606000
3/7/16 22:30,USA,Bronx,NY,Light,"We have never experienced something so strange. Just the way it moved has me scratching my head.",40.85703325000,-73.83669606000
8/29/16 0:20,USA,Bronx,NY,Unknown,"Small flashing/blinking light in the sky moving in a circular/triangular form with red, white, and blue like lights.",40.85703325000,-73.83669606000
4/7/16 21:00,USA,Brookfield,WI,Circle,"The object seeing before by me (last 4th of July - 2015) a round bright green light that goes up in the air probably 100 floors height.",43.06056710000,-88.10647860000
9/20/16 4:00,USA,Brookfield,IL,Disk,"I noticed this bright star to the southeast of my house. It was a bright, rotating. ((NUFORC Note: We suspect a star. PD))",41.82283780000,-87.84808490000
1/9/16 22:30,USA,Brookfield,WI,Other,"Shape changing red, white, green flashing light in western sky, near Brookfield, WI.",43.06056710000,-88.10647860000
2/26/16 1:10,USA,Brookings,SD,Diamond,Moving star-like object with short red and blue beams coming out of it.,44.31146100000,-96.79843990000
7/4/16 22:30,USA,Brookings,OR,Flash,Two flashing lights in the night sky moving very slowly.,42.07410150000,-124.31557710000
7/23/16 19:00,USA,Brookings,SD,Sphere,White sphere. ((anonymous report)),44.31146100000,-96.79843990000
6/22/16 22:00,USA,Brookline,MO,Circle,"Two objects ones flying at a super rate and disappeared the other hovering then disappeared",37.17818790000,-93.41830920000
2/9/16 20:34,USA,Brookline,MO,Unknown,"One dull fast light caught my eye going west to east. I then saw another come from ground.",37.17818790000,-93.41830920000
8/3/16 11:45,USA,Brooklyn,NY,Changing,"Shape shifting, teleporting UFO.",40.64530975000,-73.95502293000
11/22/16 11:29,USA,Brooklyn,NY,Circle,"Three craft in formation over the Hudson River.The object kept equidistant but spun within the formation. NYC tourism helicopters w",40.64530975000,-73.95502290000
10/14/16 11:00,USA,Brooklyn,NY,Diamond,"Three incidents first was, three objects diamond shaped flying in formation same speed. Fastest flying we ever seen.",40.64530975000,-73.95502293000
9/20/16 21:00,USA,Brooklyn,NY,Light,"Red strange bright light in the sky traveling slow and stopping ((anonymous report))",40.64530975000,-73.95502293000
7/1/16 12:25,USA,Brooklyn,NY,Oval,Object shows up in photo but not to the naked eye.,40.64530975000,-73.95502293000
9/10/16 18:00,USA,Brooklyn,NY,Sphere,"It is a very cloudy day, with some abnormal cloud formations appearing suddenly and moving very quickly in the foreground near the&quot",40.64530975000,-73.95502293000
5/20/16 23:05,USA,Brooklyn,NY,Sphere,"Two fast spheres orange in color were moving north by northwest over Brooklyn.",40.64530975000,-73.95502293000
11/26/16 17:30,USA,Brooklyn,NY,Triangle,"I noticed two yellow light which resemble airplane in the sky. ((anonymous report))",40.64530975000,-73.95502290000
11/8/16 21:20,USA,Brooklyn,NY,Triangle,"My boyfriend and I saw two V-shaped objects flying slowly with no sound in Brooklyn, NY. ((anonymous report))",40.64530975000,-73.95502293000
12/9/16 22:00,USA,Brooks,ME,Fireball,"I thought it was a meteor, but it was going across the sky, not downward. Orange, big, quiet, fast. ((anonymous report))",44.55035600000,-69.12116990000
3/14/16 20:55,USA,Brooksville,FL,Other,Slow moving circular segment with bright lights traveling low in the sky.,28.55527190000,-82.38787080000
5/28/16 21:30,USA,Brooksville,FL,Unknown,"I was sitting in the back patio the sky was clear I noticed a set of bright elongated lights moving from west to east over Ayers Rd for",28.55527190000,-82.38787080000
8/3/16 4:00,USA,Brooksville,FL,Unknown,The light changed from bright to dull and changed speed from stopped to go.,28.55527190000,-82.38787080000
3/1/16 19:20,USA,Broomfield,CO,Formation,"Group of 7 red orbs, moving independently at different altitudes, were seen for 1 minute before they disappeared one-by-one",39.93798920000,-105.05872930000
7/15/16 21:05,USA,Broomfield,CO,Light,"Addendum to previous report: These lights were first observed at a point nearly due S of my observation point in the backyard.",39.93798920000,-105.05872930000
7/15/16 21:05,USA,Broomfield,CO,Light,"Formation of moving lights moving East to West across nearly the entire night sky.",39.93798920000,-105.05872930000
4/7/16 22:00,USA,Broomfield,CO,Light,Odd.,39.93798920000,-105.05872930000
9/3/16 9:00,USA,Broomfield,CO,Unknown,"((HOAX?))Plane like object falling straight down from a high elev. Leveled off then started flying as if to land at the local airport.",39.93798920000,-105.05872930000
6/23/16 23:00,USA,Brueno,ID,Triangle,"Dancing Orbs and military triangular craft Near Mountain Home, ID",43.54295200000,-116.32848290000
10/21/16 18:30,USA,Brunswick,MD,Oval,"3 orange lights no sound or movement S of 340 between Brunswick and Jefferson. I pill shaped orange bright object.",39.31316210000,-77.62818570000
6/14/16 21:00,USA,Brunswick,ME,Unknown,"Two slow moving, then hovering, objects in night sky.",43.91452440000,-69.96532770000
7/28/16 1:35,USA,Buckeye,AZ,Changing,"We saw a fuzzy orb of yellow/cream light that divided into two and back to one, giving the appearance of growing brighter and then disa",33.37788800000,-112.57268800000
7/21/16 20:50,USA,Buckeye,AZ,Light,"Fast moving light in Buckeye, AZ.",33.37788800000,-112.57268800000
5/29/16 23:30,USA,Buckeye,AZ,Light,"3 of us were in my back yard and seen a bright blue light slightly blinking and sometimes red lights in center. ((anonymous report))",33.37788800000,-112.57268800000
1/26/16 20:30,USA,Buckeye,AZ,Light,"Two large bright flickering amber lights seen in the southwest sky of Buckeye, AZ.",33.37788800000,-112.57268800000
11/6/16 7:00,USA,Buckeye,AZ,Sphere,"((HOAX??)) Was standing outside at a cemetery, my whole family was there. I was looking up at planes (like I do often).",33.37788800000,-112.57268800000
9/4/16 3:00,USA,Buckingham,VA,Disk,Glowing ball like object with a red beam underneath the object.,37.55588260000,-78.55471710000
4/7/16 22:00,USA,Buckley,WA,Circle,"Red orbs over Buckley, WA.",47.16224830000,-122.02774590000
7/10/16 20:45,USA,Bucks Lake,CA,Formation,"Three groups of lights, flashing white, red, and green. 5 + lights in each group, held position in sky for over _ hour spotted by f",39.87967750000,-121.14860960000
1/10/16 20:48,USA,Bucksport,ME,Chevron,Three large bright lights hovering for 2-3 minutes.,44.57368520000,-68.79558780000
6/19/16 4:30,USA,Buena Park,CA,Egg,Silver thing over Buena Park/Anaheim/Fullerton.,33.87041300000,-117.99621640000
8/6/16 18:20,USA,Buena Park,CA,Egg,Small flashing object. ((anonymous report)),33.87041300000,-117.99621640000
11/17/16 22:00,USA,Buena Park,CA,Light,"Outside in backyard looked up at night sky witnessed bright white light traveling very very fast for a few seconds then completely disa",33.87041300000,-117.99621640000
9/24/16 20:15,USA,Buffalo,NY,Light,"My wife and I saw a reddish-yellow, pulsing light in the night sky.",42.88671660000,-78.87839210000
7/6/16 20:00,USA,Buffalo,MO,Light,"The sighting my mother and I saw was at approximately 10:00 pm at night, 10 miles before hitting our town Buffalo, MO.",40.84216180000,-99.08458150000
4/9/16 9:30,USA,Buffalo,WY,Rectangle,"I was driving down I-25 about 20 miles south of Buffalo. I witnessed a 5 ft black, tulip shape craft hovering about 30 ft off the grou",43.47176400000,-110.78835090000
9/26/16 23:40,USA,Buffalo,NY,Unknown,"Cargo fleet through Buffalo, NY, 14204 near Canadian border.",42.88671660000,-78.87839210000
6/5/16 23:30,USA,Buffalo Grove,IL,Circle,"Circular object with multiple lights arround the outside and hovering noise coming from it.",42.16758250000,-87.95564011000
7/9/16 1:00,USA,Buford,GA,Circle,"It was however stationary with flashing lights of colors red green blue & white. ((NUFORC Note: Probably a star?? PD))",34.12065640000,-84.00435120000
9/21/16 8:20,USA,Buford,GA,Light,"Large bright light near Arcturus in the sky visibly as bright as sun. Followed by a massive ball of light. ((anonymous report))",34.12065640000,-84.00435120000
8/14/16,USA,Buford,GA,Triangle,"Large triangle. Only objects visible could have been a formation or one large ship; occurring for wks. ((anonymous report))",34.12065640000,-84.00435120000
3/7/16 23:00,USA,Buford,GA,Triangle,"3 big round lights in the shape of triangle over Lake Lanier. ((anonymous report))",34.12065640000,-84.00435120000
7/27/16 22:38,USA,Buhl,ID,Rectangle,"We saw a very large, long object with orangish lights on the bottom, moving over the tree tops. ((NUFORC Note: Space debris. PD))",42.59907140000,-114.75949450000
1/29/16 21:27,USA,Burbank,CA,Circle,Red orbs crossing horizon.,34.18164820000,-118.32585530000
8/10/16 23:30,USA,Burbank,CA,Fireball,"We saw a glowing, pulsating bright red and golden light. ((anonymous report))",34.18164820000,-118.32585530000
11/2/16 6:00,USA,Burbank,CA,Fireball,"While walking in Burbank on Hollywood Way, looking towards Toluca Lake, I saw a very bright green fireball streak.",34.18164820000,-118.32585530000
1/14/16 18:30,USA,Burbank,OH,Fireball,"I saw a rather large fireball in the sky that did not move for around five minutes.",40.98866700000,-81.99486830000
11/21/16 0:05,USA,Burbank,CA,Oval,Bright Object Floating In Sky..,34.18164820000,-118.32585530000
1/21/16 23:30,USA,Burbank,CA,Sphere,"Large bright orange sphere, rapidly descending from NE to W.",34.18164820000,-118.32585530000
3/30/16 0:00,USA,Burien,WA,Disk,DISC SHAPED CRAFT SPIRALED BY AS I LOOKED OUT UPSTAIRS WINDOW.,47.46991800000,-122.34852730000
4/1/16 0:00,USA,Burien,WA,Unknown,"((HOAX??) This a.m. the sky was normal blue, but the sky over Puget Sound to Vashon became dark gray this a.m., then rain mixed snow.",47.46991800000,-122.34852730000
7/3/16 20:00,USA,Burke,VA,Triangle,((HOAX??)) Three bright lights in the formation of a triangle.,38.77713200000,-77.27546890000
7/14/16 18:00,USA,Burlington,NJ,Cigar,"Cigar shaped flying object in NE sky over Burlington Township, NJ.",39.93254090000,-74.72266640000
12/3/16 0:30,USA,Burlington,CT,Disk,"Flying disk shooting beam of light into trees above haunted cemetery seen by US Soldiers.",41.13169610000,-73.40388510000
5/11/16 15:45,USA,Burlington,WI,Light,Small stationary light high in the atmosphere,42.67807260000,-88.27620250000
8/20/16 21:52,USA,Burlington,NJ,Light,"Object appears, brightens then disappear in night sky. ((NUFORC Note: Possible Iridium satellite? PD))",39.93254090000,-74.72266640000
6/20/16 19:35,USA,Burlington,WA,Light,"Bright, White lights in sky over the foothills with one seperating and rejoining, moving southeast, faded out.",40.80753910000,-91.11292330000
6/19/16 17:05,USA,Burlington,WA,Other,"Sky opens portal and orb shoots through it and begins to travel. ((NUFORC Note: No portal. Lens flares. PD))",40.80753910000,-91.11292330000
5/28/16 11:00,USA,Burlington,IA,Sphere,Chrome sphere near ammunition plant.,40.80753910000,-91.11292330000
8/4/16 21:35,USA,Burlington,MA,Triangle,"Huge triangular saucer with 3 bright lights lit around the edges and object was hovering over Woburn/Burlington.",42.50481670000,-71.19561100000
9/20/16 19:09,CANADA,Burnaby,BC,Circle,"I was shooting the cloud of sunset by using my iPhone and iPad , finally I found it in my images. And it is pretty clear, bright,, yell",49.24450000000,-122.97271690000
10/28/16 0:30,USA,Burnet,TX,Fireball,"A fireball to the eye, but through binoculars it was a saucer with lights around the bottom.",30.75731090000,-98.22890060000
3/30/16 20:45,USA,Bushkill,PA,Diamond,"Diamond/Star Like Bright Object Flying Low in the Sky with No other lights or sound.",41.09342900000,-75.00184000000
7/6/16 21:30,USA,Butler,WI,Circle,"A circle and the lights were going in all directions then came to the middle as 1, & started over. ((NUFORC Note: Adv. Lights? PD))",43.10584370000,-88.06953370000
7/24/16 18:30,USA,Butte,MT,Disk,Object hovered in same area of sky for over 3 hours.,46.01315050000,-112.53650880000
10/17/16 19:30,USA,Bybee,TN,Triangle,"Triangular Shape w/very bright orange light w/2 smaller lights seen on a rural road going home.",36.04815210000,-83.17932670000
3/22/16 3:45,USA,Byrdstown,TN,Disk,"Saucer looking shape, but was so far away you could barely tell. Lights flashing and hazy trail left behind when moving upward.",36.57451040000,-85.12884340000
5/30/16 21:45,USA,Byron,GA,Triangle,"We seen four bright orange triangler object two within 30sec of each other and another two about five minutes after. No sound and and m",32.65375610000,-83.75962930000
5/29/16 21:45,USA,Byron,GA,Triangle,"We seen four bright orange triangler object two within 30sec of each other and another two about five minutes after. No sound.",32.65375610000,-83.75962930000
8/16/16 2:20,USA,Cadiz,OH,Light,"8 of my co-workers and I where in the parking lot at quitting time Standing around talking when one of us noticed 7 lights streaking ac",40.27284520000,-80.99676270000
4/15/16 22:15,USA,Cairo,IL,Fireball,"Falling star that evolved and grew in size and color, to end in a brilliant green ball of trailing light. ((NUFORC Note: Meteor? PD))",37.00579580000,-89.17724480000
6/27/16 23:10,USA,Cairo,OH,Light,"We were standing outside looking at the stars Monday evening and a bright light caught my attention and then quickly disappeared. Abou",40.90442560000,-81.36027330000
2/5/16 23:40,USA,Calabash,NC,Flash,"Bright, silvery oval shape light appears out of no where, then moves like hyper speed and disappears.",33.89072780000,-78.56834450000
11/17/16 20:00,USA,Caldwell,ID,Formation,"Formation over Caldwell, Idaho.",43.66787360000,-116.68941550000
8/27/16 18:45,USA,Caledonia,WI,Changing,"South on I-94 Saturday , 08.27.16 at 8:45 pm irregular round shape initially and then unraveling before disappearing.",44.27165770000,-88.77946762000
10/4/16 23:20,CANADA,Calgary,AB,Formation,Luminious bird like objects crossing the sky.,51.02532675000,-114.04986840000
4/17/16 3:50,CANADA,Calgary,AB,Triangle,"Group of of triangular objects in a triangle formation passed from S to N over the W side of Calgary, AB. ((anonymous))",51.02532675000,-114.04986840000
1/3/16 20:10,USA,California,MO,Formation,"As I crested a hill on highway 87 south, about 2 miles north of California, at or around 8:10pm I saw 5-8 orange balls of light headed",38.62754210000,-92.56651700000
7/27/16 21:30,USA,California City,CA,Chevron,"Long slow moving craft with a bright light, hovered and vanished. ((NUFORC Note: Re-entering space debris. PD))",35.12580100000,-117.98590370000
6/4/16 23:00,USA,Camano Island,WA,Formation,"Heard a helicopter flying low and poked my head out to see. 3 orange balls flying in a triangle odd shape, low about 500 feet.",48.16254830000,-122.49502670000
7/13/16 1:30,USA,Camano Island,WA,Oval,"Stationary spacecraft, emitting glowing colored signals that slowly moves horizontally to the east.",48.16254830000,-122.49502670000
4/2/16 20:53,USA,Camas,WA,Unknown,Bright light behind the trees reflecting white light to sky. No object.,45.59111030000,-122.41222470000
11/6/16 23:00,USA,Cambridge,MA,Unknown,Blue idle star moves erractically and is red while in motion.,42.37509970000,-71.10561560000
7/28/16 21:30,USA,Cambridge Springs,PA,Unknown,"I tried to video the event with my phone and there is only audio as far as i can tell.I don`t understand this because it was so bright.",41.80366800000,-80.05644390000
8/14/16 21:00,USA,Camden,NJ,Circle,"Red and orange light near Philadelphia international and the phillies stadium",39.94484020000,-75.11989100000
8/27/16 21:00,USA,Camden,NJ,Light,Lights in the sky at Jimmy Buffett Concert.,39.94484020000,-75.11989100000
8/28/16 9:00,USA,Camden,NY,Other,Strobe UFO. ((anonymous report)),43.33466800000,-75.74798590000
5/24/16 21:15,USA,Camdenton,MO,Chevron,"Yellowish lights across the sky with a rapid departure witnessed by husband and wife central MO. ((Witness is former law enforcement.))",38.00809020000,-92.74462880000
1/27/16 18:07,USA,Camdenton,MO,Cone,"Brightly lit cone shaped object remained hours in same location making no sound. ((NUFORC Note: Sighting of Sirius?? PD))",38.00809020000,-92.74462880000
5/23/16 21:30,USA,Camdenton,MO,Light,"In the northwest sky a yellow light appeared then a second, then a third between the first two",38.00809020000,-92.74462880000
5/9/16 2:00,USA,Camdenton,MO,Unknown,"Two objects with flashing multicolored lights tend to hover in the sky near my home every night at the same time frame.",38.00809020000,-92.74462880000
6/2/16 18:45,USA,Camp Lake,WI,Light,"Brilliant bright light in a perfect round shape, close to the ground without any sound. it was traveling very fast",42.53474100000,-88.14369750000
11/30/16 23:30,USA,Camp Shelby,MS,Unknown,"UFO arc maneuver near Camp Shelby, MS, air space/AO.",31.19753170000,-89.20782570000
4/28/16,USA,Camp Verde,AZ,Circle,"Round black object in the sky by Camp Verde, AZ with no sound, just hovering.",34.56363580000,-111.85431770000
7/21/16 20:00,USA,Camp Verde,AZ,Light,"Multiple lights, moving horizontally and vertically with no sound.",34.56363580000,-111.85431770000
1/5/16 1:00,CANADA,Camrose,AB,Triangle,"3 lights in perfect triangle move fast from north to south in night sky. ((anonymous report))",53.01207680000,-112.83872950000
7/31/16 14:30,USA,Canby,OR,Disk,"We saw a round shape disk that looked like a parachute. Stayed in the same sky about 1-2 hours",45.26290880000,-122.69259820000
9/15/16 22:05,USA,Canby,OR,Light,"2 amber lights over field outside of Canby, Oregon.",45.26290880000,-122.69259820000
9/29/16 9:00,USA,Canby,OR,Rectangle,"A rectangular object of light, very small and fast captured on video.",45.26290880000,-122.69259820000
7/22/16 0:00,USA,Candler,NC,Other,"""U"" shaped UFO, made of light, over Candler, NC.",35.53649800000,-82.69290690000
7/1/16 17:15,USA,Candler,NC,Sphere,"Cluster of black spheres seen over Candler, NC.",35.53649800000,-82.69290690000
1/10/16 20:30,USA,Candor,NC,Cylinder,"@ approximately 8:30 PM when I noticed a large aircraft about the size of a small sedan hovering just above nearby trees.",35.29514210000,-79.74531630000
7/28/16 23:00,USA,Canon City,CO,Triangle,"After a series of lightning storms, about twenty minutes after the clouds cleared we saw what appeared to be a very bright and then pul",38.44812460000,-105.20525320000
6/18/16 22:00,USA,Canton,NY,Changing,((HOAX??)) Large object dispersed two smaller objects. ((anonymous report)),44.59561630000,-75.16909410000
2/11/16 19:00,USA,Canton,OH,Circle,"Was sitting outside 7:30 p.m.saw an orange orb floating over the trees with no sound when I stood up to see what it was it shot off.",40.79895220000,-81.37844440000
7/23/16 17:45,USA,Canton,OH,Circle,"Sitting on porch, orange colored ball traveling NNE to SSW. Went across the sky at great speed and disappeared.",40.79895220000,-81.37844440000
8/9/16 21:00,USA,Canton,GA,Disk,"Hovering craft, noisy. Fairly large.",34.23676210000,-84.49076200000
8/25/16 20:58,USA,Canton,OH,Fireball,"Golden glowing, flame like orb in night sky.",40.79895220000,-81.37844440000
5/17/16 4:00,USA,Canton,MI,Fireball,"Driving N down I-275 (between Ford and sheldon exits) at 4 am and I see a green fireball rise up, then swoop back down towards the gro",42.30808100000,-83.48686761000
10/29/16 21:45,USA,Canton,GA,Formation,"We saw a long, slow formation of about 17 different lights, in smaller groups. Some were red, some green, some white. The red lights we",34.23676210000,-84.49076200000
3/20/16 19:30,USA,Canton,MI,Light,"UFO looked like Venus bright white light holding postion in dusk sky, as planes came in veiw UFO cloaked out.",42.30808100000,-83.48686761000
3/15/16 20:45,USA,Canton,CT,Other,"Very low flying craft moving slow looked lie a ship with many lights (20). If the Goodyear blimp were in town I'd say maybe. Craft disa",42.29605900000,-83.44622890000
5/29/16 22:00,USA,Canton,IL,Rectangle,"On Sunday, May 29, 2016 at approximately 10:00 pm I saw two (2) rectangular shaped objects moving parallel to one another.They came",40.55809450000,-90.03511660000
3/18/16 6:00,USA,Canton,MI,Triangle,"Silent triangular shaped object with flashing white/yellow lights was spotted in hovering over neighborhood.",42.30808100000,-83.48686761000
10/30/16 21:00,USA,Cape Canaveral,FL,Circle,"6-7 Bright Orange Balls Of Light Flying South Out Of Port Canaveral Over The Banana .. Then Disappear One At A Time !!",28.38816980000,-80.60326402000
9/10/16 9:00,USA,Cape coral,FL,Circle,"Every night for the past 2 weeks I have been watching 2 crafts in the west word sky. They come out just before dark and slowly float.",26.60589960000,-81.98073390000
